epoch,step,train_loss
0,49,0.5302727222442627
0,99,0.5331466197967529
0,149,0.5410531759262085
0,199,0.4668610394001007
0,249,0.5105409622192383
0,299,0.4742322564125061
0,349,0.5109689831733704
0,399,0.5231678485870361
0,449,0.5250126123428345
0,499,0.4949707090854645
0,549,0.5421956181526184
0,599,0.5499296188354492
0,649,0.48378050327301025
0,699,0.49093204736709595
0,749,0.45993202924728394
0,799,0.4389979839324951
0,849,0.4758719801902771
0,899,0.4996241629123688
0,949,0.5144474506378174
0,999,0.47933363914489746
0,1049,0.46479010581970215
0,1099,0.49651971459388733
0,1149,0.4872208535671234
0,1199,0.4986424744129181
0,1249,0.5426153540611267
0,1299,0.4871879816055298
0,1349,0.47323688864707947
0,1399,0.5127688646316528
0,1449,0.47542881965637207
0,1499,0.45598363876342773
0,1549,0.4505372643470764
0,1599,0.46586355566978455
0,1649,0.46536505222320557
0,1699,0.4626392126083374
0,1749,0.4805794954299927
0,1799,0.5186440348625183
0,1849,0.4570810794830322
0,1899,0.47366687655448914
0,1949,0.46518105268478394
0,1999,0.4847472310066223
0,2049,0.46333974599838257
0,2099,0.4179375469684601
0,2149,0.45391735434532166
0,2199,0.39695024490356445
1,2249,0.5089994072914124
1,2299,0.4253419041633606
1,2349,0.4281807541847229
1,2399,0.4241354763507843
1,2449,0.5057412385940552
1,2499,0.4374840259552002
1,2549,0.44035348296165466
1,2599,0.4347037672996521
1,2649,0.4222675561904907
1,2699,0.44334036111831665
1,2749,0.44331130385398865
1,2799,0.43968942761421204
1,2849,0.42218226194381714
1,2899,0.42344576120376587
1,2949,0.37195882201194763
1,2999,0.45924925804138184
1,3049,0.40600430965423584
1,3099,0.47355708479881287
1,3149,0.45852982997894287
1,3199,0.4323713779449463
1,3249,0.38468632102012634
1,3299,0.4394869804382324
1,3349,0.4088304042816162
1,3399,0.4410632252693176
1,3449,0.41350752115249634
1,3499,0.4342842996120453
1,3549,0.4259297847747803
1,3599,0.4606199264526367
