epoch,step,train_loss
0,49,0.5278022289276123
0,99,0.5051228404045105
0,149,0.5285111665725708
0,199,0.49775755405426025
0,249,0.49885088205337524
0,299,0.5298025608062744
0,349,0.48041751980781555
0,399,0.47738075256347656
0,449,0.505439281463623
0,499,0.508044958114624
0,549,0.4679969549179077
0,599,0.5085935592651367
0,649,0.48356369137763977
0,699,0.4625391364097595
0,749,0.471670925617218
0,799,0.5084739327430725
0,849,0.4962116479873657
0,899,0.4987846612930298
0,949,0.52826988697052
0,999,0.49189266562461853
0,1049,0.5434136390686035
0,1099,0.4881381690502167
0,1149,0.48376739025115967
0,1199,0.4367578327655792
0,1249,0.5205049514770508
0,1299,0.5010380744934082
0,1349,0.5432348847389221
0,1399,0.5096203684806824
0,1449,0.47752028703689575
0,1499,0.5492990016937256
0,1549,0.47421735525131226
0,1599,0.47570550441741943
0,1649,0.4860413074493408
0,1699,0.455748051404953
0,1749,0.4836080074310303
0,1799,0.47212299704551697
0,1849,0.4626654386520386
0,1899,0.46788448095321655
0,1949,0.5043246746063232
0,1999,0.411617636680603
0,2049,0.5023105144500732
0,2099,0.48676806688308716
0,2149,0.4983949065208435
0,2199,0.47071412205696106
1,2249,0.4498046040534973
1,2299,0.48164618015289307
1,2349,0.4174414277076721
1,2399,0.47766679525375366
1,2449,0.4448677897453308
1,2499,0.39175063371658325
1,2549,0.4583767056465149
1,2599,0.45028555393218994
1,2649,0.4512638449668884
1,2699,0.46927955746650696
1,2749,0.4442554712295532
1,2799,0.44646167755126953
1,2849,0.4541706442832947
1,2899,0.45750874280929565
1,2949,0.44448691606521606
1,2999,0.5008888244628906
1,3049,0.3813210129737854
1,3099,0.4197019338607788
1,3149,0.40144461393356323
1,3199,0.38782066106796265
1,3249,0.41143277287483215
1,3299,0.46084198355674744
1,3349,0.4326978921890259
1,3399,0.4804941415786743
1,3449,0.4104612469673157
1,3499,0.42477792501449585
1,3549,0.5042025446891785
1,3599,0.4548925757408142
1,3649,0.40227562189102173
1,3699,0.4593782424926758
1,3749,0.4358310103416443
1,3799,0.4322046935558319
1,3849,0.41405218839645386
1,3899,0.47686097025871277
1,3949,0.4714776575565338
1,3999,0.43672263622283936
1,4049,0.41567376255989075
1,4099,0.41206711530685425
1,4149,0.39814701676368713
1,4199,0.4925977885723114
1,4249,0.4565368890762329
1,4299,0.4172494411468506
1,4349,0.4673800766468048
1,4399,0.43944263458251953
2,4449,0.37797409296035767
2,4499,0.411780446767807
2,4549,0.4318774342536926
2,4599,0.41739022731781006
2,4649,0.4728075861930847
2,4699,0.41392967104911804
2,4749,0.4098421633243561
2,4799,0.39815962314605713
2,4849,0.3951808512210846
2,4899,0.41183602809906006
2,4949,0.4062972664833069
2,4999,0.42515575885772705
2,5049,0.440487802028656
2,5099,0.46889811754226685
2,5149,0.46913763880729675
2,5199,0.38182517886161804
2,5249,0.42132768034935
2,5299,0.42867809534072876
2,5349,0.4455844759941101
2,5399,0.3504345118999481
2,5449,0.4016377627849579
2,5499,0.4185691475868225
2,5549,0.4414713978767395
2,5599,0.42440295219421387
2,5649,0.3634064793586731
2,5699,0.4353017210960388
2,5749,0.4612864851951599
2,5799,0.39624494314193726
2,5849,0.4450331926345825
2,5899,0.44234728813171387
2,5949,0.41109028458595276
2,5999,0.40620124340057373
2,6049,0.42510905861854553
2,6099,0.42241448163986206
2,6149,0.39944931864738464
2,6199,0.3920973539352417
2,6249,0.3919641971588135
2,6299,0.4068361520767212
2,6349,0.4198945164680481
2,6399,0.42512786388397217
2,6449,0.4090798497200012
2,6499,0.44737380743026733
2,6549,0.36825302243232727
2,6599,0.40256980061531067
3,6649,0.42339879274368286
3,6699,0.3847079277038574
3,6749,0.427370548248291
3,6799,0.3763591945171356
3,6849,0.3965110182762146
3,6899,0.35886216163635254
3,6949,0.41533392667770386
3,6999,0.36028945446014404
3,7049,0.37041857838630676
3,7099,0.4239339232444763
3,7149,0.44701921939849854
3,7199,0.38204413652420044
3,7249,0.34927886724472046
3,7299,0.4589598476886749
3,7349,0.43641936779022217
3,7399,0.40546420216560364
3,7449,0.3869091272354126
3,7499,0.36605408787727356
3,7549,0.36032453179359436
3,7599,0.4267936944961548
3,7649,0.3998629152774811
3,7699,0.43287965655326843
3,7749,0.4240531325340271
3,7799,0.37378543615341187
3,7849,0.4082455635070801
3,7899,0.41046231985092163
3,7949,0.4053768515586853
3,7999,0.4267538785934448
3,8049,0.41571176052093506
3,8099,0.41066521406173706
3,8149,0.37830978631973267
3,8199,0.37291577458381653
3,8249,0.3948036730289459
3,8299,0.40178167819976807
3,8349,0.4397570490837097
3,8399,0.38153427839279175
3,8449,0.46971651911735535
3,8499,0.3955613076686859
3,8549,0.40908151865005493
3,8599,0.38508179783821106
3,8649,0.406107634305954
3,8699,0.39839136600494385
3,8749,0.4243326485157013
3,8799,0.39993786811828613
4,8849,0.3667548894882202
4,8899,0.41539427638053894
4,8949,0.4258245825767517
4,8999,0.40836355090141296
4,9049,0.39987504482269287
4,9099,0.44236868619918823
4,9149,0.4094771146774292
4,9199,0.3511047959327698
4,9249,0.3845285475254059
4,9299,0.38358768820762634
4,9349,0.42194414138793945
4,9399,0.37516510486602783
4,9449,0.4571990966796875
4,9499,0.35560092329978943
4,9549,0.411303848028183
4,9599,0.38410621881484985
4,9649,0.410721093416214
4,9699,0.4022895395755768
4,9749,0.3785015940666199
4,9799,0.40307968854904175
4,9849,0.38084471225738525
4,9899,0.4058610796928406
4,9949,0.38695886731147766
4,9999,0.361428827047348
4,10049,0.4076467752456665
4,10099,0.3913642168045044
4,10149,0.37766146659851074
4,10199,0.402778685092926
4,10249,0.4166567623615265
4,10299,0.3570749759674072
4,10349,0.44821274280548096
4,10399,0.367168664932251
4,10449,0.37590453028678894
4,10499,0.3923836350440979
4,10549,0.35849761962890625
4,10599,0.4279538094997406
4,10649,0.42262229323387146
4,10699,0.38352322578430176
4,10749,0.40074723958969116
4,10799,0.35998618602752686
4,10849,0.39713749289512634
4,10899,0.35808417201042175
4,10949,0.3954489827156067
4,10999,0.36976373195648193
