epoch,step,train_loss
0,49,0.47883886098861694
0,99,0.4837595820426941
0,149,0.49062609672546387
0,199,0.4885983467102051
0,249,0.5105077028274536
0,299,0.5075907111167908
0,349,0.4981152415275574
0,399,0.5472227931022644
0,449,0.5391847491264343
0,499,0.4651823043823242
0,549,0.4887855648994446
0,599,0.4990510940551758
0,649,0.5353590250015259
0,699,0.44255074858665466
0,749,0.4978284239768982
0,799,0.49607163667678833
0,849,0.48220473527908325
0,899,0.5015358924865723
0,949,0.45547398924827576
0,999,0.48830968141555786
0,1049,0.5191274285316467
0,1099,0.5155389308929443
0,1149,0.46029773354530334
0,1199,0.4840390682220459
0,1249,0.5001648664474487
0,1299,0.5111967921257019
0,1349,0.49242210388183594
0,1399,0.5359180569648743
0,1449,0.477675199508667
0,1499,0.4790536165237427
0,1549,0.525946319103241
0,1599,0.47587013244628906
0,1649,0.49550649523735046
0,1699,0.4762990474700928
0,1749,0.481506884098053
0,1799,0.489896684885025
0,1849,0.5082986950874329
0,1899,0.43731164932250977
0,1949,0.4671812057495117
0,1999,0.4761780798435211
0,2049,0.5043337941169739
0,2099,0.43163174390792847
0,2149,0.5618984699249268
0,2199,0.45440560579299927
1,2249,0.46284377574920654
1,2299,0.4338391423225403
1,2349,0.4465532600879669
1,2399,0.4509772062301636
1,2449,0.45060116052627563
1,2499,0.4359356164932251
1,2549,0.4775945544242859
1,2599,0.44056954979896545
1,2649,0.4730691909790039
1,2699,0.44017577171325684
1,2749,0.4229483902454376
1,2799,0.45195090770721436
1,2849,0.4325859248638153
1,2899,0.4321430027484894
1,2949,0.471035361289978
1,2999,0.4847468137741089
1,3049,0.44722238183021545
1,3099,0.41924870014190674
1,3149,0.4089736342430115
1,3199,0.3785324692726135
1,3249,0.4050609767436981
1,3299,0.4021376669406891
1,3349,0.4415130019187927
1,3399,0.4026644229888916
1,3449,0.3984453082084656
1,3499,0.44535720348358154
1,3549,0.40201157331466675
1,3599,0.4197591543197632
1,3649,0.4322203993797302
1,3699,0.41180384159088135
1,3749,0.4185067415237427
1,3799,0.42632734775543213
1,3849,0.419481098651886
1,3899,0.4201330542564392
1,3949,0.4151800870895386
1,3999,0.38103002309799194
1,4049,0.41689759492874146
1,4099,0.4906727969646454
1,4149,0.4077153205871582
1,4199,0.452860563993454
1,4249,0.45830294489860535
1,4299,0.4217771291732788
1,4349,0.47676584124565125
1,4399,0.3956497609615326
2,4449,0.42291250824928284
2,4499,0.4539136290550232
2,4549,0.42662936449050903
2,4599,0.39865612983703613
2,4649,0.4147920608520508
2,4699,0.4373352527618408
2,4749,0.39447614550590515
2,4799,0.4401702880859375
2,4849,0.3831273317337036
2,4899,0.4361875057220459
2,4949,0.42749595642089844
2,4999,0.39539799094200134
2,5049,0.3815041184425354
2,5099,0.40899747610092163
2,5149,0.40284693241119385
2,5199,0.39591044187545776
2,5249,0.4202030897140503
2,5299,0.4395851194858551
2,5349,0.43631017208099365
2,5399,0.4028050899505615
2,5449,0.42832159996032715
2,5499,0.38976240158081055
2,5549,0.38923609256744385
2,5599,0.4205648899078369
2,5649,0.39233869314193726
2,5699,0.3900114893913269
2,5749,0.44167929887771606
2,5799,0.39142924547195435
2,5849,0.41074973344802856
2,5899,0.40265339612960815
2,5949,0.39093920588493347
2,5999,0.3939216136932373
2,6049,0.4137972593307495
2,6099,0.3556990623474121
2,6149,0.41810619831085205
2,6199,0.3719080090522766
2,6249,0.4001564085483551
2,6299,0.3873198330402374
2,6349,0.3901482820510864
2,6399,0.4333420991897583
2,6449,0.3878594636917114
2,6499,0.38241714239120483
2,6549,0.383179247379303
2,6599,0.40811455249786377
3,6649,0.4486876428127289
